question,option_a,option_b,option_c,option_d,option_e,correct_answers
"CS. Tick the antiarrhythmic drug that acts on the ""iF""channel:",Amiodarone,Sotalol,Ivabradine,Metoprolol,Nicorandil,C
CM. Mention the drugs for rate control in patients with chronic atrial fibrillation:,Amiodarone,Digoxin,Bisoprolol,Warfarin,Amlodipine,"B,C"
CM. Mention the drugs for rhythm control in patients with atrial fibrillation:,Amiodarone,Digoxin,Bisoprolol,Warfarin,Amlodipine,"A,C"
CS. Choose the method of choice of treatment in patients with recidivant ventricular tachycardia:,Pacemaker implantation,Transesophageal stimulation,Ablation,Cardiodefibrillator implantation,Heart transplantation,D
CS. Mention the score used to assess thromboembolic risk in patients with atrial fibrillation:,EHRA,SCORE,VAS,CHA2DS2-VASC,Framingham,D
CM. Note the criteria included in the CHA2DS2 score used in patients with atrial fibrillation:,Hypertension,Heart failure,Stroke,Age more than 65 years,Peripheral arterial disease,"A,B,C,D"
CM. Note the criteria included in the CHA2DS2VASC score used in patients with atrial fibrillation:,Diabetes mellitus,Heart failure,Stroke,Age more than 75 years,Viral hepatitis,"A,B,C,D"
CM. Indicate difference between CHA2DS2-VASC and CHADS2 score used in atrial fibrillation:,Myocardial infarction,Heart failure,Stroke,Age,Peripheral arterial disease,"A,D,E"
CS. Indicate the correct statement for type bigeminy of extrasistoles,Each of the 2-nd beat is an extrasystole,Each of the 3-nd beat is an extrasystole,Each of the 4-th beat is a extrasystole,Doublets,Triplets,A
CS. Choose the correct statement for alloritmia estrasistolcă type trigeminy:,Each of the 2-nd beat is an extrasystole,Each of the 3-nd beat is an extrasystole,Each of the 4-th beat is a extrasystole,Doublets,Triplets,B
CS. Choose the correct statement for arrhythmia extrasistolica type quadrigeminy:,Each of the 2-nd beat is an extrasystole,Each of the 3-nd beat is an extrasystole,Each of the 4-th beat is a extrasystole,Doublets,Triplets,C
CS. Choose the correct statement of three succeeded extrasystoles on ECG:,Ventricular extrasystole,Supraventricular extrasystole,Trigimeny,Doublet,Triplet,E
CS. Choose the correct statement of two succeeded extrasystoles on ECG:,Ventricular extrasystole,Supraventricular extrasystole,Trigimeny,Doublet,Triplet,D
CS. Choose the correct statement for the extrasystolic triplets on ECG :,Each of the 2-nd beat is an extrasystole,Each of the 3-nd beat is an extrasystole,Each of the 4-th beat is a extrasystole,Presence of two succeeded extrasystoles,Presence of three succeeded extrasystoles,E
CM. Select the chronic forms of ischemic heart disease:,Sudden death,Stable angina pectoris,Silent angina pectoris,Acute myocardial infarction,Unstable angina,"B,C"
CM. Select the acute forms of ischemic heart disease:,Sudden cardiac death,Stable angina pectoris,Silent angina pectoris,Acute myocardial infarction,Unstable angina,"A,D,E"
CM. Select nonatherosclerotic causes of ischemic heart disease:,Vasculitides,Acute viral infection,Tuberculosis,Myocardial bridges,Aortic dissection,"A,D,E"
CS. Select the correct name of small coronary arteries and arterioles involvement:,Unstable angina,Old myocardial infarction,Silent angina pectoris,Vasospastic angina pectoris,Microvascular angina,E
CS. Indicate the myocardial functions which are impairment in angina pectoris:,"Metabolic, mechanical and electrical",Metabolic only,Mechanical and electrical,Metabolic and mechanical,Electrical only,A
CM. Select the invasive methods of revascularization for patients with ischemic heart diseases:,Percutaneous intervention procedures,Valve replacement,Coronary artery bypass graft,Myomectomy,Ablation,"A,C"
CM. Indicate the correct statments for unstable angina:,New onset of ischemic symptoms,Recurrence of ischemic symptoms within 4-6 month after an acute myocardial infarction,Intensification of previous ischemic symptoms,"Change in pattern (eg, symptoms at rest)",Ischemic symptoms on physical exercise for 3 month,"A,C,D"
CM. Indicate the ECG abnormalities in patients with unstable angina:,Transient ST-segment depression or elevation,PQ prolongation,T wave inversion,Irregular RR interval,Absens of QRS complexes,"A,C"
CM. Indicate the correct statements for unstable angina pectoris:,Ischemic symptoms are developing in rest with duration more than 10 minutes,The age of patient over 60 years,Intensification of previous angina pain,Myocardial infarction in anamnesis,Increasing of the frequency of angina pain attacks,"A,C,E"
CS. Choose the method of diagnosis in ST elevation acute myocardial infarction:,Stress - test echocardiography,Assessment of cardiac biomarkers,Stress-test ECG,Holter monitoring ECG,Pulmonary X ray,B
CM. Indicate the characteristics for chronic heart failure stage B (ACC/AHA classification):,Absens of structural cardiac changes,Presence of structural cardiac changes,Absence of symptoms and signs of heart failure,Presence of symptoms and signs of heart failure,Presence of symptoms in rest,"B,C"
CM. Choose the causes of pressure overload of heart failure:,Hypertension,Aortic stenosis,Valvular regurgitations,Myocardial ischemia,Primary cardiomyopaties,"A,B"
CM. Choose the causes of volume overload of heart failure:,HTA,Intracardiac shunts,Arteriovenous fistulas,Valvular regurgitations,Valvular stenosis,"B,C,D"
CM. Choose the causes with contractility involvement in heart failure:,Myocarditis,Endocrine diseases,Valvular stenosis,Myocardial ischemia,Intracardiac shunts,"A,B,D"
CM. Choose the mechanism of cardiac adaption in heart failure:,Frank-Starling mechanism,Sympathetic nervous system activation,Parasympathetic nervous system activation,Reentry mechanism,Renin-angiotensin system activation,"A,B,E"
CM. Mention the signs of left sided chronic heart failure:,Peripheral edema,Subicteric skin,Hepatomegaly,Tachicardia,Sistolic murmur on the apex,"D,E"
CM. Mention the signs of right sided chronic heart failure:,Cianosis,Jugular turgescence,Moist pulmonary crackles,Peripheral edema,Hepatomegaly,"B,D,E"
CM. Mention the simptoms of right sided chronic heart failure:,Dispneea,Cough,Hemoptysis,Hepatalgia,Peripheral edema,"A,B,C"
CM. Mention the simptoms of left sided chronic heart failure:,Dispneea,Cough,Hepatalgia,Bloating,Peripheral edema,"B,C,E"
CM. Mention the laboratory signs of chronic heart failure:,Anemia,Hyponatremie,Hypernatriemie,Hematocrit increasing,Proteinuria,"A,B,D,E"
CM. Choose factors of poor prognostic in heart failure:,Male,Female,Ischemic heart disease,Hypotension,Cachexia,"A,C,D,E"
CS. Indicate the treatment target in cardiogenic shock:,Cardiac output normalization,Normalization of volemia,Dicreasing of blood presure,Antiagregation,Normalization of presure in pulmonary artery,A
CM. Choose the criteria for diagnosis of isolated right heart failure:,Hypotension,Low cardiac output,Normal cardiac output,Normal blood presure,Hight cardiac output,"A,C"
CS. Indicate the treatment target in isolated right heart failure:,Normalization of presure in pulmonary artery,Normalization of volemia,Increasing of blood presure,Antiagregation,Normalization of cardiac output,B
CM. Indicate the inotropic medications recommended for acute heart failure:,Bisoprorol,Dopamine,Levosimendan,Milrenon,Neseritide,"B,C"
CM. Mention the symptoms caused by hypoperfusion in acute heart failure:,Fatigue,Confusion,Cough,Syncope,Peripheral edema,"A,B,D"
CM. Mention the symptoms related by the congestion in acute heart failure:,Moist pulmonary crackles,Polyuria,Tahicardia,Peripheral edema,Syncope,"A,D"
CM. Choose the causes of cardiogenic shock in acute myocardial infarction:,Rupture of the papillary muscle,Ventricular tachycardia,Severe bradycardia,Acute hemorrhage after fibrinolysis,Supradosage of diuretics,"A,B,C"
