question,option_a,option_b,option_c,option_d,option_e,correct_answers
Indicate what changes in diagnostic of pancreatic cancer are illustrated in CT:,Pancreatic mass,Dilatation of the biliary system or pancreatic duct,Distal spread to the liver,"Regional lymph nodes, or peritoneum (and/or associated ascites)",Small lesions (<2-3 cm in diameter),"A,B,C,D"
Indicate the parameters of pancreas:,It is an endocrine organ,It is an exocrine organ,It secretes the hormones required for sugar metabolism,It secretes the pancreatic juice required for digestion,It is an intraperitoneal organ,"A,B,C,D"
Choose the vital hormones secreted by the pancreas:,Glucagon,Glycogen,Fructose,Sucrose,Insulin,"A,E"
Select pathogenetic factors in chronic pancreatitis:,Activation of protheolitic enzymes in duodenum,Pancreatic stellate cell activation,Cholangio-pancreatic reflux,Activation of protheoliticenzymes in pancreatic ducts,Duodeno-gastral reflux,"B,C,D"
Indicated what answers are included treatment of chronic pancreatitis with persistent pain.,Dietary fat restriction and rich in proteins dinner,Diet without using of alcohol,Treatment with somatostatines,Treatment with immunstimulators,Treatment with tramadol,"A,B,C,E"
Select correct affirmation of chronic pancreatitis evolution:,A long evolution lead to malabsorbtion,The decreasing of proteolitic enzymes secretion is predominant to lipasae decreasing,The pain is increasing postdinner,The evolution of disease have chronic- recidivant characteristic,Diabetes may be as a complication of chronic pancreatitis,"A,C,D,E"
Select right assertions of pain mechanisms in chronic pancreatitis:,The increasing of glucagon concentration,Perineural inflammation and fibrosis of intrapancreatic nervusis,Hyperinsulinaemia,Duct obstruction with increasing of intraductal pressure,Affectation of peritoneum and /or/ duodenum,"B,D,E"
Select tests what are using in investigation of pancreas:,Pancreatic enzymes in blood a jeun,Pancreatic enzymes  in urine,Pancreatic enzymes in fecales,Quantitative stool fat determination,The activity of aminotransferases in blood,"A,B,C,D"
Select blood tests for nutritional assesstment in chronic pancreatitis:,25-OH cholecalciferol (vitamin D),Creatinine,Prealbumin,Retinol-binding protein,"Serum iron, zinc and magnesium","A,C,D,E"
"Indicate the main extrapancreatic diseases, associated with autoimmune pancreatitis:",Sclerosing cholangitis Ig G 4 -pozitive,Retroperitoneal fibrosis,Siladenitis,Ulcerative colitis,Crohn's disease,"A,B,C"
Indicate what factors are associated with nutritional deficiency in chronic pancreatitis:,Increasing of mortality,Cardiovascular events,Traumatic risk,Risk of infections,Decrease of pain episodes incidence,"A,B,C,D"
Selecte blood tests for nutritional evaluation in chronic pancreatitis:,Serum magnesium,Blood ureea,"Albumin,  prealbumin",Prothrombin,25-OH cholecalciferol (vitamin D),"A,C,E"
Select the treatment of pain in chronic pancreatitis recommended by WHO:,Paracetamol,Tramadol,Gabapentinoids and anxiolytics,Myotropic analgesics,M-colinolitics,"A,B,C"
Indicate effective prophylactic actions in chronic pancreatic pain:,Excludig alcohol,Excludin smoking,Compliance to the treatment,Decrease protein using less that 20 g/day,Decrease physical exercises,"A,B,C"
Choose parameters of abdominal pain sydrom in chronic pacreatitis:,The pain is beginning typical in dependence of food or alcohol use,"The pain is in epigastrium with irradiation in spine or ""in girdle""",The pain decrease in Bozeman position,The pain decrease in dorsal decubitus,The pain decrease after dinner,"A,B,C"
Indicate the clinical sydromes in chronic pacreatitis:,Hemorrhagical,Abdminal pain,Endocrine,Exocrine insufficiency of pancreas,Dyspeptic,"B,C,D,E"
"Select Charcot triad, the characteristic presentation of acute cholangitis:",Biliary pain,Jaundice,Spiking fevers with chills,Blood cultures are positive,Leukocytosis,"A,B,C"
Indicated what defective bile acid conjugation can caused:,Fluide overload,Ascites,Fat-soluble vitamin deficiency,Vitamine B12 deficiency,Steatorrhea,"C,E"
Choose the functions of bile acids:,Induce bile flow and hepatic secretion of biliary lipids (phospholipid and cholesterol),Play an important role in the digestion of dietary fats,Are essential for the intestinal absorption of cholesterol and fat-soluble vitamins,"Decrease absorption of vitamins A, D, K, E",Neutralization of HCl and pepsin,"A,B,C,E"
Select the components of bile:,Bile salts,Water,Cholesterol,Bilirubin,Pepsin,"A,B,C,D"
Choose the components of bile:,Cholic acid,Dezoxicholic acid,Glutation,Gastrine,Immunoglobulin A,"A,B,C,E"
Select the functions of sphincter Oddi:,Regulation of bile flow into the duodenum,Regulation of pancreatic flow into the duodenum,Evacuation of  hepatic bile into the gallbladder,Prevention of reflux of duodenal contents into the pancreaticobiliary tract,Secretion of bile acids,"A,B,C,D"
Indicated what vitamins are absorb with helps of Bile:,"Vitamins A, D",Vitamine E,Vitamine K,Vitamin B complex,Vitamin C,"A,B,C"
Select the mechanisms that are important in regulating bile flow:,Active transport of bile acids from hepatocytes into the bile canaliculi,Active transport of other organic anions from hepatocytes into the bile canaliculi,Cholangiocellular secretion,Hemolysis,Insufficiency of UDPglucuronosyltransferase,"A,B,C"
Indicate the primary bile acids:,Cholic acid,Chenodeoxycholic acid (CDCA),Deoxycholic acid,Lithocholic acid,Ursodeoxycholic acid(UDCA),"A,B"
Select the secondary bile acids:,Cholic acid,Chenodeoxycholic acid (CDCA),Deoxycholic acid,Lithocholic acid,Ursodeoxycholicacid(UDCA),"C,D,E"
Indicated what criteria can be used to identify patients with acalculous cholecystopathy:,Recurrent episodes of typical RUQ pain characteristic of biliary tract pain,Abnormal CCK cholescintigraphy demonstrating a gallbladder ejection fraction of <40%,Mirizzi'ssyndrome,Infusion of CCK reproduces the patient's pain,A large gallbladder on ultrasound examination,"A,B,D,E"
Select follwing signs what  increased risk for the development of acalculous cholecystitis:,Serious trauma or burns,The postpartum period following prolonged labor,Orthopedic and other nonbiliary major surgical operations in the postoperative period,Increased gastric acidity,Prolonged parenteral hyperalimentation,"A,B,C,E"
Select precipitating factors for acalculous cholecystitis:,Mallory-Weiss syndrome,Obstructing adenocarcinoma of the gallbladder,Diabetes mellitus,Torsion of the gallbladder,Parasitic infestation of the gallbladder,"B,C,D,E"
Indicated forms of chronic pancreatitis according TIGAR-O classification:,Interstitial pancreatitis,Toxic-metabolic,Autoimmune,Recurrent and severe acute pancreatitis,Obstructive,"B,C,D,E"
Select the tests that suggests pancreatic exocrine insufficiency:,Decrease of serum trypsinogen level to <20 mg/mL,Increase of serum amylase level,Fecal elastase of <100 μg per gram of stool,Increase of serum trypsinogen level,Increase of fecal elastase,"A,C"
Select symptoms of maldigestion in chronic pancreatitis:,Chronic diarrhea,Steatorrhea,Abdominal pain,Weight loss,Fatigue,"A,B,D,E"
Indicate what mechanisms partisipate in formation of bile stouns:,Bile stasis,Chronic infection in bille ducts,Presens of duodenal ulser,Lithogenetic changes of bila,Presens of stomac ulcer,"A,B,D"
Indicate what investigations is more useful to diagnostic chronic colecistites:,MRI,Abdominal use,Bile cultura,Duodenoscopy,Gastroscopy,"A,B"
Select what medicaments included treatment of chronic colecistites:,Coleretics,H2-blours,Antibiotics,Antispastics,Nonsteroidian antiinflamatores,"C,D"
Indicate what signs characterized chronic cholestatic syndrome in primary sclerosing cholangitis:,Diffuse inflammation and fibrosis involving the entire biliary tree,Chronic cholestasis,Obliteration of both the intra- and extrahepatic biliary tree,Obliteration of only extrahepatic biliary tree,Obliteration of only intrahepatic biliary tree,"A,B,C"
Select the drugs what have a dissolve action in gallstones.,Ursodeoxicholic acid,Himecromonum,Pancreatin,Antibiotics,Chenodesoxicholic acid,"A,E"
